"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"613","203310_at","STXBP3","6814","syntaxin binding protein 3",0.568744378901318,6.05423337436209,2.5402029200416,0.0207097689740662,0.0325499207240645,-4.14564755042135
"614","203315_at","NCK2","8440","NCK adaptor protein 2",0.723086991105924,6.97640722589292,3.85183711161408,0.00120256163237528,0.00332365741710852,-1.39519145902889
"615","203319_s_at","ZNF148","7707","zinc finger protein 148",0.865696889870271,6.66502600341974,3.62505922095121,0.00198473668203006,0.00483477490257283,-1.88838844954907
"616","203324_s_at","CAV2","858","caveolin 2",-0.0674068370693686,8.66085573122037,-0.280555219716007,0.782309744843622,0.804624384331699,-6.98392850276541
"617","203327_at","IDE","3416","insulin degrading enzyme",0.591920203329918,7.90754361160372,3.05347928766798,0.00694873416306819,0.0133424301174455,-3.10758630566276
"618","203335_at","PHYH","5264","phytanoyl-CoA 2-hydroxylase",-0.269829043158778,6.90737986785532,-1.2229091669043,0.237423459566693,0.279836620340675,-6.27280750737109
"619","203338_at","PPP2R5E","5529","protein phosphatase 2 regulatory subunit B'epsilon",1.85013886675587,7.45275807525906,8.00878962814293,2.74534729352149e-07,7.88270551593531e-06,7.02251039875481
"620","203340_s_at","SLC25A12","8604","solute carrier family 25 member 12",1.39137121460837,7.45505121372737,7.11923823878217,1.37654287267841e-06,2.45325255642285e-05,5.39855553735335
"621","203343_at","UGDH","7358","UDP-glucose 6-dehydrogenase",0.718617160346447,8.54844561148732,3.48499450825416,0.00270312242394064,0.00623464394763144,-2.1910470425223
"622","203344_s_at","RBBP8","5932","RB binding protein 8, endonuclease",0.780271822349436,8.47304134662409,3.81765649492089,0.00129691620596675,0.00350325536123945,-1.4697134325556
"623","203348_s_at","ETV5","2119","ETS variant 5",-0.573702518484054,5.80737362066213,-2.93699562350364,0.0089368784649873,0.016408087696818,-3.34922929092721
"624","203351_s_at","ORC4","5000","origin recognition complex subunit 4",1.295516574093,7.99849356445795,6.3102452743286,6.54418418933726e-06,6.68858129592439e-05,3.82625840654464
"625","203355_s_at","PSD3","23362","pleckstrin and Sec7 domain containing 3",1.73085999804853,5.13828999632076,8.34057721058112,1.54529151208947e-07,5.38421233594321e-06,7.6002643292722
"626","203356_at","CAPN7","23473","calpain 7",1.41469104327602,6.8246178934407,6.75157828305221,2.76509687904312e-06,3.89752973723306e-05,4.69515849099184
"627","203358_s_at","EZH2","2146","enhancer of zeste 2 polycomb repressive complex 2 subunit",0.700818784091836,6.76781284920077,3.21188626541165,0.00492240113401145,0.0101155506405365,-2.77456637361666
"628","203362_s_at","MAD2L1","4085","mitotic arrest deficient 2 like 1",0.181701493213749,9.12398771147509,0.836305014094552,0.41414973979042,0.459491357098423,-6.66559212018582
"629","203367_at","DUSP14","11072","dual specificity phosphatase 14",-0.988962775983847,9.70936178442284,-5.14575431127942,7.17529664458801e-05,0.000399472080697799,1.41528175097448
"630","203381_s_at","APOE","348","apolipoprotein E",-0.942436526920799,6.07937688894371,-4.72211476976193,0.000178184477686174,0.000810190711590651,0.503571125764107
"631","203384_s_at","GOLGA1","2800","golgin A1",0.396157613972448,6.66003055870573,2.03558644258567,0.0570705176208479,0.0778257146623788,-5.07547693333484
"632","203386_at","TBC1D4","9882","TBC1 domain family member 4",1.31372173436886,6.77680760976508,5.30200138718772,5.15422612832779e-05,0.000317128079840168,1.74762689836341
"633","203392_s_at","CTBP1","1487","C-terminal binding protein 1",0.709486456385198,8.929169330083,3.67312725458996,0.00178485691416916,0.00447440686405704,-1.78412807170221
"634","203394_s_at","HES1","3280","hes family bHLH transcription factor 1",-1.28749579159872,7.90459176463032,-5.96547338217498,1.30623742015015e-05,0.000113048743473143,3.12943185934799
"635","203397_s_at","GALNT3","2591","polypeptide N-acetylgalactosaminyltransferase 3",0.649736350142368,6.16673246647789,2.92400317876599,0.00919019517903976,0.0168035349352608,-3.37599091332616
"636","203403_s_at","RNF6","6049","ring finger protein 6",-0.878723430311925,8.08866700192879,-3.75769656505543,0.00148066985106859,0.00389115017640991,-1.60030222867132
"637","203405_at","PSMG1","8624","proteasome assembly chaperone 1",0.746155052148183,9.65853238998469,3.31095505693917,0.00396287805999163,0.00845177776068367,-2.56409911684171
"638","203407_at","PPL","5493","periplakin",0.478362360744807,8.345702128308,2.1450824975097,0.046107519482522,0.0644922949550296,-4.88347490136676
"639","203414_at","MMD","23531","monocyte to macrophage differentiation associated",-0.733137467113152,7.40305059837643,-3.61317117927655,0.00203751378692538,0.00493619551035594,-1.91414571861159
"640","203419_at","KMT2B","9757","lysine methyltransferase 2B",-0.374138483084327,6.90934349561412,-1.70553654255936,0.10560933604842,0.134771420200061,-5.61438364482368
"641","203427_at","ASF1A","25842","anti-silencing function 1A histone chaperone",0.981866961132724,7.19030633258806,4.50248665650436,0.000287328440904339,0.00113215437769295,0.0261745262384903
"642","203436_at","RPP30","10556","ribonuclease P/MRP subunit p30",0.380846481040965,9.02921970344133,1.99569558707753,0.0616174440953048,0.0831848907877842,-5.14389327122627
"643","203437_at","TMEM11","8834","transmembrane protein 11",-0.669413984619331,9.1477389804079,-3.40587771983768,0.00321728538531339,0.00716724280162127,-2.36110413740887
"644","203438_at","STC2","8614","stanniocalcin 2",-1.79240832862259,8.22808578787433,-9.3373528611214,2.98568730090194e-08,1.5963131586374e-06,9.24804952699801
"645","203440_at","CDH2","1000","cadherin 2",0.360262998962469,10.3235470405163,1.64482071563498,0.117677680579711,0.148764161222048,-5.70628670737825
"646","203447_at","PSMD5","5711","proteasome 26S subunit, non-ATPase 5",0.710489688271405,9.52607813562657,3.83604109920101,0.00124528059265945,0.00341264422477051,-1.42963706334406
"647","203454_s_at","ATOX1","475","antioxidant 1 copper chaperone",-0.489649687326665,9.43141009067364,-2.62556084207001,0.0173295456177775,0.0280875758311774,-3.97835146336384
"648","203455_s_at","SAT1","6303","spermidine/spermine N1-acetyltransferase 1",-2.904584690079,8.21783483972946,-10.5301784343091,4.85418707724141e-09,5.78955158712523e-07,11.0572800597639
"649","203458_at","SPR","6697","sepiapterin reductase",-0.579319836608498,9.33426308963179,-3.03298694477226,0.00726417365018582,0.0138367337157409,-3.1503111853383
"650","203474_at","IQGAP2","10788","IQ motif containing GTPase activating protein 2",0.969541608123693,6.98659691281199,4.35987542219534,0.000392572313140389,0.00141062195022984,-0.284951687521682
"651","203476_at","TPBG","7162","trophoblast glycoprotein",-1.47662891919102,9.96637811436353,-7.75150061519464,4.32930170223924e-07,1.04884098270655e-05,6.56410446559977
"652","203477_at","COL15A1","1306","collagen type XV alpha 1 chain",-0.268559208007119,7.21119235013428,-0.785821559204597,0.442382242061539,0.487674131757139,-6.7069651900593
"653","203480_s_at","OTUD4","54726","OTU deubiquitinase 4",0.422279670073418,7.43913727790106,2.04422886747346,0.0561262494653395,0.0766391455711218,-5.06054402777513
"654","203486_s_at","ARMC8","25852","armadillo repeat containing 8",0.682030086178752,5.84190566058869,3.3440427412008,0.00368541859922871,0.00798078427109513,-2.49347860759132
"655","203493_s_at","CEP57","9702","centrosomal protein 57",1.06279001651659,5.79366924946178,4.62653118606718,0.00021926984021949,0.000926849201170714,0.296117291663874
"656","203499_at","EPHA2","1969","EPH receptor A2",-1.23636611460581,8.58202107999061,-5.36030253239624,4.5588637008487e-05,0.000288510945639425,1.87101621793442
"657","203502_at","BPGM","669","bisphosphoglycerate mutase",-0.599366420984266,6.3661650428157,-2.99438341633487,0.00789667915163277,0.0148473544691435,-3.23055397525615
"658","203506_s_at","MED12","9968","mediator complex subunit 12",0.313789160317924,7.72382387377623,1.47847679784099,0.156884269165068,0.19328491008378,-5.94527762605505
"659","203510_at","MET","4233","MET proto-oncogene, receptor tyrosine kinase",1.24806188858491,9.07870492331632,6.16500698810318,8.73919299909323e-06,8.31541645120113e-05,3.53459528120342
"660","203517_at","MTX2","10651","metaxin 2",1.06899014272393,7.47419881869161,5.51563061594408,3.29360491172575e-05,0.000223001502865973,2.19800755939186
"661","203519_s_at","UPF2","26019","UPF2, regulator of nonsense mediated mRNA decay",0.83071876156508,7.22898511038392,4.53306381077012,0.000268778129266651,0.00108385042764094,0.092782640795309
"662","203525_s_at","APC","324","APC, WNT signaling pathway regulator",0.720267311984269,5.20967811165583,3.46764928700575,0.00280838651399905,0.00643666413888475,-2.22839097335714
"663","203529_at","PPP6C","5537","protein phosphatase 6 catalytic subunit",0.467989126156485,9.58447576962475,2.33199202205047,0.0317487585728534,0.0467265782318075,-4.54257314339322
"664","203531_at","CUL5","8065","cullin 5",1.12629464193877,6.58139822485638,5.23348836347015,5.95690241111148e-05,0.000348534988242579,1.60218755386638
"665","203537_at","PRPSAP2","5636","phosphoribosyl pyrophosphate synthetase associated protein 2",0.883803433162345,7.17731778430887,4.69849875834941,0.000187543902561773,0.000842860350498633,0.452364923433748
"666","203538_at","CAMLG","819","calcium modulating ligand",-0.733269069372495,8.84462767393305,-3.88314934237812,0.00112216856615694,0.00316349520332062,-1.32687997725277
"667","203543_s_at","KLF9","687","Kruppel like factor 9",-0.103084047432296,5.23325064812236,-0.454180065197386,0.655228301644511,0.690874860047477,-6.91759595949184
"668","203544_s_at","STAM","8027","signal transducing adaptor molecule",0.4268555621016,7.44810253129565,1.9059112630338,0.0730613112808308,0.0969461387598872,-5.29472074114524
"669","203553_s_at","MAP4K5","11183","mitogen-activated protein kinase kinase kinase kinase 5",1.1316559951006,6.30053898894722,4.6037965777668,0.000230387096344092,0.000955120836581591,0.246699241453299
"670","203556_at","ZHX2","22882","zinc fingers and homeoboxes 2",0.971914646221248,6.26806910779532,4.77865505295699,0.000157661110092326,0.000745285217067533,0.626023828582094
"671","203560_at","GGH","8836","gamma-glutamyl hydrolase",-0.463849683994466,8.79054160905084,-2.241772186343,0.0380650606799306,0.0545470208726732,-4.70909099597579
"672","203565_s_at","MNAT1","4331","MNAT1, CDK activating kinase assembly factor",1.38676655663774,7.12315740972444,6.85891634228422,2.25137452843189e-06,3.40561581105721e-05,4.90245487245449
"673","203570_at","LOXL1","4016","lysyl oxidase like 1",-0.310008820826075,8.48423409706595,-1.00478296591563,0.328562763620681,0.37376123623908,-6.51054862761977
"674","203574_at","NFIL3","4783","nuclear factor, interleukin 3 regulated",-0.59863762774943,7.58636749788107,-2.93807473065675,0.00891614578027445,0.0163844248491491,-3.34700476313396
"675","203576_at","BCAT2","587","branched chain amino acid transaminase 2",-0.22748292251249,8.56378555583565,-1.12481625225445,0.275713921342231,0.319025697791887,-6.38471515708993
"676","203579_s_at","SLC7A6","9057","solute carrier family 7 member 6",0.514159224575596,6.99857941302622,2.52914221404742,0.0211909648979981,0.033238837707988,-4.16714235861267
"677","203583_at","UNC50","25972","unc-50 inner nuclear membrane RNA binding protein",-0.259161863649888,8.45785714745321,-1.24812055018055,0.228272233972268,0.270180228071757,-6.24276788664831
"678","203584_at","EMC2","9694","ER membrane protein complex subunit 2",1.21163320527836,7.04126486207767,5.6909947948901,2.28974394210673e-05,0.000168657861388907,2.56396013330529
"679","203586_s_at","ARL4D","379","ADP ribosylation factor like GTPase 4D",-0.585535319799383,7.89565154549786,-3.24381831662947,0.00459054143238148,0.00956028810061449,-2.70689663036271
"680","203593_at","CD2AP","23607","CD2 associated protein",1.3634027576498,6.43856335709808,6.37839422216727,5.71920873059799e-06,6.11560905985668e-05,3.96215007342483
"681","203594_at","RTCA","8634","RNA 3'-terminal phosphate cyclase",0.965056304835422,7.80220542707201,4.58763271237905,0.000238638218145257,0.00098406531179314,0.211547706293816
"682","203595_s_at","IFIT5","24138","interferon induced protein with tetratricopeptide repeats 5",-1.07625693146823,6.98489420894883,-5.16885177345319,6.83168200789176e-05,0.000386588428950225,1.4645583212941
"683","203598_s_at","WBP4","11193","WW domain binding protein 4",0.0878973573182993,4.24935293270127,0.412613257885864,0.684852880825978,0.716991486644618,-6.93628217012395
"684","203600_s_at","FAM193A","8603","family with sequence similarity 193 member A",0.657755214008335,7.3647845112105,3.4196686320333,0.00312117323052671,0.00698827305982912,-2.33151441168418
"685","203608_at","ALDH5A1","7915","aldehyde dehydrogenase 5 family member A1",-0.0347379250771764,5.67064583601926,-0.153738875184482,0.87955771812983,0.891342641804119,-7.01271514908024
"686","203612_at","BYSL","705","bystin like",-0.478953936413058,9.30723998652202,-2.30521908365942,0.0335134419270116,0.0489751099979562,-4.59235521912164
"687","203620_s_at","FCHSD2","9873","FCH and double SH3 domains 2",0.995231021929619,5.93853630190229,5.32303963996685,4.93069363996622e-05,0.0003064144484476,1.79219260729276
"688","203624_at","AKAP17A","8227","A-kinase anchoring protein 17A",-0.990223820427778,7.8955871520761,-5.21071488225004,6.25120977290664e-05,0.000362185738988514,1.55374208830323
"689","203626_s_at","SKP2","6502","S-phase kinase associated protein 2",0.677963220718766,7.27301530983936,2.49588849524905,0.0227020937877219,0.0353055129567331,-4.23150242001717
"690","203627_at","IGF1R","3480","insulin like growth factor 1 receptor",2.02616520864709,8.69892624679867,9.50434639812327,2.29332658820372e-08,1.36761649038841e-06,9.51165779875527
"691","203630_s_at","COG5","10466","component of oligomeric golgi complex 5",0.454525814544334,8.22782236750514,1.98507989279993,0.0628811415195517,0.0846329947274869,-5.161957126931
"692","203632_s_at","GPRC5B","51704","G protein-coupled receptor class C group 5 member B",-0.864899786015371,6.69887916091494,-4.52160960365862,0.000275580340049524,0.00109983865443189,0.0678359793521244
"693","203633_at","CPT1A","1374","carnitine palmitoyltransferase 1A",0.93673319052832,8.96832112361292,4.36082233938779,0.000391758013775185,0.0014093290031518,-0.282883725056516
"694","203636_at","MID1","4281","midline 1",1.16930823971039,7.35218182704891,5.67351130334078,2.37385420359905e-05,0.00017119353221769,2.52763425307324
"695","203640_at","MBNL2","10150","muscleblind like splicing regulator 2",2.43290472386625,7.33009412965437,11.5804132877615,1.10740266377533e-09,2.45289690026235e-07,12.5172058508921
"696","203642_s_at","COBLL1","22837","cordon-bleu WH2 repeat protein like 1",0.868001911299843,4.69254848198426,4.55591950547074,0.000255709902598811,0.00104199265171999,0.14254345065117
"697","203644_s_at","MON1B","22879","MON1 homolog B, secretory trafficking associated",-0.595736090678546,7.26131122433044,-3.09764781032105,0.00631357198759692,0.0123367276203768,-3.01520748017109
"698","203651_at","ZFYVE16","9765","zinc finger FYVE-type containing 16",1.46693851531054,6.47151871791028,7.15290861148953,1.29254863058975e-06,2.36318921106781e-05,5.46203199044083
"699","203653_s_at","COIL","8161","coilin",-0.500488478911884,7.3689726897507,-2.10226477773954,0.0501431690390656,0.0692623461871458,-4.95927223403039
